,Unnamed: 0,date,location,text
14510,2022,03-07-2020 03:13,"New Delhi, India",What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the wo… https://t.co/zOAj3Xhajw
14511,2023,03-07-2020 03:12,"Kamareddy, India","RT @Mr_Bunny_Sonu: @TelanganaCMO   HomeMinister Has got Positive .
Then In which Hospital He Has admitted sir🤔 WHY he admitted in Corporate…"
14512,2024,03-07-2020 03:12,"Thoothukkudi, India","RT @Lakshimi: Another Hashtag ready, celebrities can create emotional posts, politicians can shout high pitch, Media gets TRP for a week un…"
14513,2025,03-07-2020 03:11,India,"RT @teamsrk_jalna: 4 Months to Go For the Special Day 😍 Yes We Can't Wait for #SRKDay

#ShahRukhKhan #SRK #KingOfBollywood #Bollywood #SRKB…"
14514,2026,03-07-2020 03:11,"Rewa, India",RT @NipponIndiaMF: Less than 4 percent of COVID-19 patients in India have insurance as per a recent study. Nippon India SIP Insure covers C…
14515,2027,03-07-2020 03:11,"Indianapolis, IN","RT @Dr_Mike_Stevens: #sarilumab trial for #COVID-19 stopped due to lack of clinical benefit and an increased risk for harm: 

https://t.co/…"
14516,2028,03-07-2020 03:11,India,RT @the_hindu: The #UGC is considering advising colleges and universities to #cancel their final year examinations and semester examination…
14517,2029,03-07-2020 03:11,"Mumbai, India","RT @MumbaiMirror: Farmers sold 13,66,154 quintal fruits and vegetables directly to consumers between March 27 and June 30.

#Coronavirus #C…"
14518,2030,03-07-2020 03:11,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14519,2031,03-07-2020 03:10,"Mayiladuthurai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14520,2032,03-07-2020 03:10,"Chennai, India","RT @vijaythehindu: #Corona challenges: 1) CT Scan shows strong symptom of #COVID but patients refuse #PCR test, walk away 2) PCR negative b…"
14521,2033,03-07-2020 03:10,"Mumbai, India","Farmers sold 13,66,154 quintal fruits and vegetables directly to consumers between March 27 and June 30.… https://t.co/uOYe4II1sp"
14522,2034,03-07-2020 03:09,"Madurai South, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14523,2035,03-07-2020 03:07,"Chennai, India","For more interesting facts 🤓 follow me @iknowfactso
#Facts #FactCheck #factchecking #FF7R #nasa #Hubble… https://t.co/sua28aY9rZ"
14524,2036,03-07-2020 03:07,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14525,2037,03-07-2020 03:06,Indiana,"RT @chipfranklin: #BREAKING: Florida announces 10,109 new #COVID cases today.

More cases in 1 state than in the entirety each of these cou…"
14526,2038,03-07-2020 03:06,"Indiana, USA",Hey #youngsters your protests and the rise in #covid = #Economy bust. Get to Work at Work 🇺🇸❤️#madeintheUSA https://t.co/4u6kN1BZpN
14527,2039,03-07-2020 03:05,India,"RT @UNNTV1: The whole world knows #GeorgeFlyod, but maybe no one knows this guy and no one knows who was beaten or killed under #PoliceBrut…"
14528,2040,03-07-2020 03:05,"Bangalore, India","@BSYBJP @CMofKarnataka @BBMPCOMM 
Can we please clearly publish which hospitals, which care facilities, their conta… https://t.co/F5fS176p9i"
14529,2041,03-07-2020 03:05,"Noida, India",RT @SoniMishra20: 2373 new #COVID cases reported in #Delhi today. The total number of cases goes up to 92175. @TheWeekLive
14530,2042,03-07-2020 03:03,"Hyderabad, India","RT @HeartfulnessWmn: What distinguishes one from the other, is not their superiority, but  education of their heart.
 ""Adaptability to New…"
14531,2043,03-07-2020 03:03,"Bengaluru, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14532,2044,03-07-2020 03:02,"Jaggayyapeta, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14533,2045,03-07-2020 03:01,Salem Tamilnadu India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14534,2046,03-07-2020 03:01,आर्यावर्त . भारत . India . ,RT @surendracart: #COVID @the_hindu cartoon/26 jun'20 @surendracart https://t.co/6WcrExrrvD
14535,2047,03-07-2020 03:00,"Noida, India",ETHealthworld | Raj will first validate ICMR-recommended kits before beginning antigen tests #Biosecurity… https://t.co/O5uO6zP2TX
14536,2048,03-07-2020 03:00,"Coimbatore, India","#Project management studies in #Canada!

WhatsApp us &gt;&gt; https://t.co/Aj1wrOD0hM

Check this out and register with… https://t.co/F6KVb4s4Cd"
14537,2049,03-07-2020 03:00,"Mumbai, India","#Replug | Monuments can be reopened with complete precautions from July 6. 

#COVID #COVID19 #coronaviruslockdown… https://t.co/hgGDGwlyAN"
14538,2050,03-07-2020 02:59,"Mayiladuthurai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14539,2051,03-07-2020 02:59,"Kerala, India","RT @afwa_online: Kerala #AlluArjun fans honoured students who grabbed high grades in SSLC examination

Congratulations to the future leader…"
14540,2052,03-07-2020 02:57,"Chennai, India",RT @vijay27anand: Last 10 days Covid +ve count in Chennai vs Rest of TN. Chennai is looking almost flat/downward trend. Rest of TN has over…
14541,2053,03-07-2020 02:55,"Cochin, India",RT @xpresskerala: Ernakulam MCH develops new treatment regimen. #Covid via @kuruvilla2507  https://t.co/mGO9bnwDVw via @NewIndianXpress
14542,2054,03-07-2020 02:55,"New Delhi, India","RT @rameeshkailasam: My interview in YourStory Media on #startups #covid current #economic and #geopolitical tensions, expectations from #g…"
14543,2055,03-07-2020 02:55,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14544,2056,03-07-2020 02:54,"Goa, India","Following SC directions, expert committee to supervise COVID hospital’s functioning
https://t.co/J2OTam4Xc6… https://t.co/PB3y4JcFjv"
14545,2057,03-07-2020 02:54,India,"@GordonGChang Finally atleast one offical from China said it. 

#COVID #whuanvirus #ChinaVirus #Kungfluvirus etc..… https://t.co/qukssc7SZk"
14546,2058,03-07-2020 02:53,"Hyderabad, India","RT @IndiaToday: After the government imposed restrictions on Baba Ramdev’s anti-#Covid medicine ‘#Coronil’, several social media users are…"
14547,2059,03-07-2020 02:51,India,"Facebook banned promotion of ths song on Fb &amp; insta cause they found it inappropriate,wht abt 1000s of articles on… https://t.co/7dZEeQQZug"
14548,2060,03-07-2020 02:51,"Azamgarh,Uttar Pradesh, India","RT @teamsrk_jalna: 4 Months to Go For the Special Day 😍 Yes We Can't Wait for #SRKDay

#ShahRukhKhan #SRK #KingOfBollywood #Bollywood #SRKB…"
14549,2061,03-07-2020 02:50,"Bengaluru, India",@RajivKrishnaS @AndhraPradeshCM @ysjagan @RameshPV2010 @gkd600 @ArogyaAndhra Each strategy ideated by Hon'ble… https://t.co/XpUHgUqzHe
14550,2062,03-07-2020 02:50,"Uttar Pradesh, India","RT @ReneAguilarAH: #cute Mom our #madhuridixit +1,400 pictures +3D Facebook: Madhuri Dixit Mexico,  Instagram: #madhuridixitsfanmexico #bea…"
14551,2063,03-07-2020 02:49,"Thane, India","RT @afwa_online: Kerala #AlluArjun fans honoured students who grabbed high grades in SSLC examination

Congratulations to the future leader…"
14552,2064,03-07-2020 02:49,"Bengaluru, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14553,2065,03-07-2020 02:47,"Indian Wells, CA",RT @FINALLEVEL: Unfortunately Coco’s father is still in ICU after 3 days... Thanks for all your good wishes and prayers...🙏👊🏽 #COVID https:…
14554,2066,03-07-2020 02:45,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14555,2067,03-07-2020 02:44,"Coimbatore, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14556,2068,03-07-2020 02:44,"Arcot (Walajapet), India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14557,2069,03-07-2020 02:42,"IISER Kolkata, India.","RT @cogito137: Cogito brings to you ""Comictious"" : A series of covid-related art &amp; illustrations. All entries to be published.Get creative,…"
14558,2070,03-07-2020 02:41,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14559,2071,03-07-2020 02:40,"Perambalur, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14560,2072,03-07-2020 02:40,"Hubli, India","Some times it makes me wonder ...
Do these people deserve the level of risk other people take to save Themis affect… https://t.co/9FuHtiuD3u"
14561,2073,03-07-2020 02:38,"Chennai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14562,2074,03-07-2020 02:37,"Mumbai,India","RT @Mar_Laruelle: 🙏🏻Marc De Mil, @FODFinancien for the expert opinion on bilateral 🇧🇪🇮🇳 relations &amp; opportunities in  #COVID-19 crisis. The…"
14563,2075,03-07-2020 02:36,"THE beach in Goa, India",Most of us won’t need #Covid-19 vaccine -  Oxford expert explains how the pandemic is likely to end.… https://t.co/dUt0WkNGMz
14564,2076,03-07-2020 02:35,"Vishakhapatnam, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14565,2077,03-07-2020 02:35,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14566,2078,03-07-2020 02:35,"Coimbatore, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14567,2079,03-07-2020 02:34,"Pondicherry, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14568,2080,03-07-2020 02:30,"Noida, India","ETHealthworld | No more cocooned: Covid wave spreads, engulfs TN districts #Covid #Chennai #NoMoreCocooned… https://t.co/vXZhCuzpLk"
14569,2081,03-07-2020 02:29,"Haora, India","RT @krishna0302: #BIG_BREAKING: After successfully testing animals, Union Health Min approves clinical human trails for #India's first #COV…"
14570,2082,03-07-2020 02:28,"Mumbai, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14571,2083,03-07-2020 02:28,"Goa, India","#California #usa had opend up d bars 4 customers.With d increas in #covid cases in d customers visitin those bars,d… https://t.co/7CNsstuIvD"
14572,2084,03-07-2020 02:28,"Kerala, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14573,2085,03-07-2020 02:26,India,RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14574,2086,03-07-2020 02:25,"Madurai North, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14575,2087,03-07-2020 02:25,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14576,2088,03-07-2020 02:21,India,@HFWOdisha Why you are not upload the infographic #COVID-19 status of #Odisha last 3 days ???Whic gives full clarit… https://t.co/cIkbojo5eX
14577,2089,03-07-2020 02:21,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14578,2090,03-07-2020 02:20,"Buxar, India","RT @IndianYIP: Please follow these five steps to fight against #COVID-19.

#FightAgainstCorona https://t.co/TMw7Mz7SWk"
14579,2091,03-07-2020 02:19,"Ghaziabad, India",RT @drharshvardhan: As a result of the coordinated steps taken by @MoHFW_INDIA along with States/UTs for containment &amp; management of #COVID…
14580,2092,03-07-2020 02:17,"Jammu,J&K (India)",RT @ndtv: #COVID strain in Beijing outbreak may have come from southeast Asia: study https://t.co/RNKkhk5Bj2 https://t.co/5pBqiMnuRV
14581,2093,03-07-2020 02:17,"Tamil Nadu, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14582,2094,03-07-2020 02:12,"Hyderabad, India",RT @varusarath: What the bloody hell us going on..?? another child has been brutally raped and murdered..you know if this is the world we a…
14583,2095,03-07-2020 02:11,"Hyderabad, India",RT @AlecSocial: RT @DrUlrichLang: Hi! #cybersecurity &amp;amp; #supplychain #risk #analysis to fight #coronavirus #COVID-19 https://t.co/YorOVC…
14584,2096,03-07-2020 02:09,India ,"RT @ReneAguilarAH: #cute Mom our #madhuridixit +1,400 pictures +3D Facebook: Madhuri Dixit Mexico,  Instagram: #madhuridixitsfanmexico #bea…"
